iter	Logloss
344	0.3726633044
345	0.3722836868
346	0.3720181783
347	0.3717397607
348	0.3713037242
349	0.3710391003
350	0.3708211374
351	0.3706617494
352	0.3702889871
353	0.3701448302
354	0.3698205533
355	0.3696257826
356	0.369376611
357	0.3691731329
358	0.3687140423
359	0.3685664578
360	0.3683868353
361	0.3681458459
362	0.3677416262
363	0.3676563208
364	0.367416907
365	0.3671541905
366	0.3666257444
367	0.3661892103
368	0.3658929355
369	0.3656355264
370	0.3654119519
371	0.3652480858
372	0.3649907319
373	0.3645937823
374	0.3642768307
375	0.3641977448
376	0.3639490432
377	0.363704709
378	0.3635813395
379	0.3633305923
380	0.3630586431
381	0.3627354995
382	0.3626055787
383	0.3624565014
384	0.362167082
385	0.361737818
386	0.3615427432
387	0.3613371642
388	0.3609072644
389	0.3606003195
390	0.3603846509
391	0.3601432192
392	0.3599150837
393	0.3596889109
394	0.3594323034
395	0.3589017011
396	0.3587968246
397	0.3584772746
398	0.3581853673
399	0.3578812972
400	0.3575807654
401	0.3572652789
402	0.3570034746
403	0.3567041038
404	0.3565371417
405	0.3559753584
406	0.3556621386
407	0.3556367625
408	0.3554466911
409	0.3552790656
410	0.3550871697
411	0.3549220597
412	0.3546314516
413	0.3542374597
414	0.3541674683
415	0.3538336823
416	0.3537527997
417	0.3537228902
418	0.3535186104
419	0.3532792796
420	0.3528655232
421	0.3525898698
422	0.3524749037
423	0.3523354185
424	0.351936285
425	0.351730706
426	0.3515176911
427	0.3513577226
428	0.3510074892
429	0.3509058745
430	0.3506406701
431	0.3502990336
432	0.3500423155
433	0.3497938902
434	0.3493968577
435	0.3491747483
436	0.3491362973
437	0.3487266596
438	0.3485566568
439	0.3482698081
440	0.3482538306
441	0.3481050298
442	0.3476973547
443	0.3475618777
444	0.3473436107
445	0.3471848032
446	0.3469954781
447	0.3468721086
448	0.3465843201
449	0.3465551846
450	0.346304078
451	0.346086972
452	0.3458306686
453	0.3456274945
454	0.3454496964
455	0.3450892352
456	0.3449321692
457	0.344717468
458	0.3446463433
459	0.3444965197
460	0.3442606995
461	0.3440599856
462	0.3440261509
463	0.3439210809
464	0.3436397331
465	0.3434807045
466	0.3433134383
467	0.3432316435
468	0.3430851093
469	0.3429693139
470	0.342683875
471	0.3425250675
472	0.3421708259
473	0.3419579216
474	0.3417380789
475	0.341622477
476	0.3414569523
477	0.3412250298
478	0.3410619653
479	0.3408959983
480	0.3405650871
481	0.3402299743
482	0.3399756611
483	0.3397645536
484	0.3395295627
485	0.3393594493
486	0.339208907
487	0.3389173038
488	0.3387124711
489	0.3383226256
490	0.337851704
491	0.3376153587
492	0.3373883012
493	0.3368506777
494	0.3367230789
495	0.3363962035
496	0.3361304463
497	0.3360406627
498	0.3357601995
499	0.3354530334
500	0.335190621
501	0.3350128506
502	0.3348181351
503	0.3347085593
504	0.3342937525
505	0.3340375043
506	0.3339174243
507	0.333756046
508	0.3335039996
509	0.3332650558
510	0.3330363398
511	0.3329335088
512	0.332774342
513	0.3324965878
514	0.3323165507
515	0.3320854574
516	0.3318747368
517	0.3316079015
518	0.331421009
519	0.3312259895
520	0.3309845302
521	0.3308917889
522	0.3308066769
523	0.3304559182
524	0.3300253274
525	0.3298009513
526	0.3296113498
527	0.3294269175
528	0.329377437
529	0.3292864647
530	0.3291090813
531	0.3287726416
532	0.328543511
533	0.3283362458
534	0.3282181837
535	0.3280783667
536	0.3280067167
537	0.3278753032
538	0.3275869895
539	0.3274203591
540	0.3270788055
541	0.3269273509
542	0.3267180401
543	0.3266082985
544	0.3263082642
545	0.3260568812
546	0.3258034526
547	0.3255935337
548	0.3253612242
549	0.3250927303
550	0.3249484905
551	0.3247880797
552	0.324541783
553	0.324323129
554	0.3241704858
555	0.3239047009
556	0.3237257418
557	0.3235935543
558	0.3233697587
559	0.3232148765
560	0.3229623877
561	0.3227682252
562	0.3227421028
563	0.3226169918
564	0.3223920076
565	0.32217703
566	0.3219451075
567	0.32172966
568	0.3215563677
569	0.3214352373
570	0.3213507058
571	0.3210747207
572	0.320661683
573	0.3205124123
574	0.3202752929
575	0.3200879581
576	0.3198675626
577	0.3196553216
578	0.3195371766
579	0.3193343895
580	0.3190209485
581	0.318845196
582	0.3185309811
583	0.3183059969
584	0.3181499536
585	0.3178230507
586	0.3176641326
587	0.3173232424
588	0.3170738773
589	0.3169247171
590	0.3166545094
591	0.3164423514
592	0.3162800609
593	0.3161414326
594	0.3157015814
595	0.3155134173
596	0.315261979
597	0.3151635985
598	0.3150232287
599	0.3146566861
600	0.3145384581
601	0.3143658845
602	0.3141745968
603	0.313998015
604	0.3137332529
605	0.3135231681
606	0.3134421197
607	0.3132720339
608	0.3131690094
609	0.3130369048
610	0.3128220378
611	0.3128182508
612	0.3126404527
613	0.3122715604
614	0.3120389192
615	0.3117402671
616	0.3114323547
617	0.3112124567
618	0.3109905962
619	0.3109127542
620	0.3108936807
621	0.3106984678
622	0.310493801
623	0.3103753242
624	0.3102253347
625	0.3098535952
626	0.309694069
627	0.3094334257
628	0.3093578504
629	0.3091756572
630	0.3089029063
631	0.3086295197
632	0.3083850197
633	0.3083230724
634	0.3082580014
635	0.30811636
636	0.3079789203
637	0.3078336854
638	0.307707441
639	0.3076237112
640	0.3073950505
641	0.3072840649
642	0.3071488643
643	0.3069350201
644	0.3068454024
645	0.3067223646
646	0.306360383
647	0.3061550527
648	0.3058653569
649	0.305673848
650	0.3054679649
651	0.3053514232
652	0.3050365172
653	0.3048327902
654	0.3045889537
655	0.3044286534
656	0.3041701386
657	0.3039896315
658	0.303822393
659	0.3037014837
660	0.3033219489
661	0.3029734294
662	0.3027395718
663	0.3023804374
664	0.3019445668
665	0.3017367487
666	0.3013762046
667	0.3011045871
668	0.3008537845
669	0.3006538999
670	0.3004168082
671	0.3001591503
672	0.2999885117
673	0.2998512379
674	0.2995883555
675	0.2994509711
676	0.2991966856
677	0.298965233
678	0.2988297559
679	0.2986229053
680	0.2985194662
681	0.2982985455
682	0.2980476048
683	0.2979129847
684	0.2977481234
685	0.2975323995
686	0.2972585706
687	0.297035162
688	0.2968952898
689	0.2967683543
690	0.2966887709
691	0.2963855578
692	0.2961753624
693	0.2959445732
694	0.2956272899
695	0.2954947154
696	0.2952622676
697	0.2951186636
698	0.2950463226
699	0.2948937347
700	0.2948820142
701	0.2947444086
702	0.2947271596
703	0.2944899849
704	0.2941689699
705	0.2940788269
706	0.2939199365
707	0.2938086468
708	0.2936141802
709	0.2934244958
710	0.2931918269
711	0.2930166825
712	0.2927563156
713	0.2925618766
714	0.2925185604
715	0.292443621
716	0.292205313
717	0.2920621789
718	0.2919987941
719	0.2917118625
720	0.2915899304
721	0.2913873092
722	0.2912420743
723	0.2911156088
724	0.2910223698
725	0.29085198
726	0.2905813577
727	0.2902988489
728	0.2902890081
729	0.2901592807
730	0.2898161515
731	0.2895583554
732	0.2894682953
733	0.2892413485
734	0.2890241042
735	0.2888147658
736	0.2887436687
737	0.2886858678
738	0.288508816
739	0.2884165446
740	0.2881774902
741	0.2879979783
742	0.2877703681
743	0.2876674818
744	0.2875495855
745	0.2873937358
746	0.2871864429
747	0.2871301071
748	0.2870159978
749	0.2866883485
750	0.2865668034
751	0.2864225084
752	0.2863626618
753	0.2861857207
754	0.2860820052
755	0.2858102494
756	0.2856287196
757	0.2855409263
758	0.2854635819
759	0.2853830863
760	0.2851595118
761	0.2850702258
762	0.2849275064
763	0.2847663769
764	0.2847572271
765	0.2845284835
766	0.2841112164
767	0.2838301451
768	0.2835913948
769	0.283487624
770	0.2833816971
771	0.2831467062
772	0.2830692789
773	0.2830193837
774	0.2829330831
775	0.28280999
776	0.2825330928
777	0.2824160258
778	0.2823358895
779	0.2821386586
780	0.2820373203
781	0.2818171736
782	0.2816149947
783	0.2814500505
784	0.2812749061
785	0.2811960967
786	0.2811281508
787	0.2809086675
788	0.2807516568
789	0.2804887191
790	0.2803904215
791	0.280201207
792	0.2800961923
793	0.2800461037
794	0.2799716341
795	0.2798406629
796	0.2796305781
797	0.2794394839
798	0.2792394887
799	0.2790735494
800	0.2790072344
801	0.2789832129
802	0.2788131272
803	0.2784819672
804	0.2783394413
805	0.2779690839
806	0.2779161204
807	0.2778031999
808	0.2776603146
809	0.2774747213
810	0.2773129836
811	0.2770622088
812	0.2768420067
813	0.2765942449
814	0.2764935148
815	0.2763671875
816	0.2762437903
817	0.2759109442
818	0.2757391999
819	0.2755868331
820	0.2754763175
821	0.2753909014
822	0.2752068008
823	0.2749699579
824	0.2746964054
825	0.2745095958
826	0.2743249976
827	0.2742244886
828	0.274157842
829	0.2739539216
830	0.2737647347
831	0.2734815625
832	0.2732494741
833	0.2730686906
834	0.272863471
835	0.2728157596
836	0.2725986536
837	0.2725040325
838	0.2721044292
839	0.2720205058
840	0.2717977054
841	0.2715088112
842	0.2712923409
843	0.2711011914
844	0.2709608769
845	0.2708313154
846	0.2708180193
847	0.2707094386
848	0.2705253656
849	0.2704287819
850	0.270231164
851	0.2700736004
852	0.26994473
853	0.2697400909
854	0.2696094789
855	0.2695049341
856	0.269493103
857	0.269436933
858	0.2693206677
859	0.2691002169
860	0.2688981761
861	0.2688202236
862	0.2685342872
863	0.2684708194
864	0.268410116
865	0.2682497329
866	0.2680673737
867	0.2679548678
868	0.2677544304
869	0.2676314755
870	0.2674837527
871	0.2672742761
872	0.2672190735
873	0.2671043562
874	0.267047965
875	0.2668842924
876	0.2667745507
877	0.2666825004
878	0.266596421
879	0.2663781263
880	0.2661381044
881	0.2658752497
882	0.2657463516
883	0.2657018468
884	0.2654909327
885	0.2653166729
886	0.2651289788
887	0.2649628736
888	0.2648668151
889	0.2647272746
890	0.2646192744
891	0.2645320616
892	0.2643553416
893	0.2642137279
894	0.2641936316
895	0.2639848184
896	0.2638203718
897	0.2637664408
898	0.2635814833
899	0.2633666163
900	0.263199516
901	0.2631386467
902	0.2630288774
903	0.2628687983
904	0.2628383913
905	0.2626526874
906	0.2625689852
907	0.2623805723
908	0.2622837675
909	0.2621488709
910	0.2619876309
911	0.2618581799
912	0.2617871381
913	0.2617480237
914	0.2616021806
915	0.2613492496
916	0.2612813867
917	0.2610886062
918	0.2609875444
919	0.2609127985
920	0.2608229596
921	0.2607630854
922	0.2606285206
923	0.26055676
924	0.2605224554
925	0.2604127967
926	0.2603280993
927	0.2601985102
928	0.2601291269
929	0.2600029655
930	0.2599384197
931	0.2598862579
932	0.2597536281
933	0.2596889993
934	0.2593873342
935	0.259276625
936	0.25908683
937	0.2590347511
938	0.2588259655
939	0.2587648475
940	0.2585892055
941	0.2583383201
942	0.2581484421
943	0.2580620033
944	0.2578812198
945	0.2576506794
946	0.25739128
947	0.2571069469
948	0.257080244
949	0.2569826928
950	0.2567111582
951	0.2566436546
952	0.2563585751
953	0.2562148606
954	0.2560104149
955	0.2559223175
956	0.2558275859
957	0.2555822842
958	0.2555009593
959	0.2553796077
960	0.255168666
961	0.2550895249
962	0.2549454233
963	0.2548510234
964	0.254814065
965	0.2546843653
966	0.2544544883
967	0.2542463662
968	0.2542170373
969	0.2540492459
970	0.2538337708
971	0.253744153
972	0.2537038223
973	0.2535536946
974	0.253517759
975	0.2531902479
976	0.2530722411
977	0.2530133897
978	0.2529748557
979	0.2527963942
980	0.2526436958
981	0.2525449559
982	0.2524201213
983	0.2522753287
984	0.2522260417
985	0.2520862524
986	0.2518491883
987	0.2518057063
988	0.2517753546
989	0.2516475622
990	0.2515480484
991	0.2514552794
992	0.2514080103
993	0.251283618
994	0.251222334
995	0.2511852651
996	0.2509880619
997	0.2508652176
998	0.2507226363
999	0.250651484
